comment_id,video_id,text,author,likes,sentiment_label,sentiment_score
UgxfAnqamqrnwhqtH6d4AaABAg,bKRe5wu4Fcw,"so, google renames from autuml, to ai platform, to vertexai, and now agent platform. <br>googel&#39;s renaming tech is too high.",@hasszhao,0,NEGATIVE,0.9996386766433716
UgxtSl5iYkrJwmo-J354AaABAg,bKRe5wu4Fcw,"Man, we don&#39;t need good videos, we need better agents, we need better antigravity and better tools.",@patentpendulum,0,NEGATIVE,0.9996799230575562
Ugx7zDG6zTmDrVMyCxJ4AaABAg,bKRe5wu4Fcw,Voice audio is partly only on the left channel.,@byteborg,7,NEGATIVE,0.9908944368362427
UgwmYi-kbIJolQ4tMel4AaABAg,bKRe5wu4Fcw,Gemma!,@PauloOliveira-yf1qt,2,POSITIVE,0.9992817044258118
Ugwzy3e10yFAyEWYWCx4AaABAg,bKRe5wu4Fcw,Good,@NaseerTechPro,0,POSITIVE,0.9998161196708679
Ugx_5fVna-8dZq56Wzp4AaABAg,bKRe5wu4Fcw,Nice 🎉🎉,@RahulAsarpati,0,positive,0.8815842270851135
UgxElfvWCuZmBByBA3J4AaABAg,bKRe5wu4Fcw,The weird exagerated-expressiveness and and enthusiasm is seriously off putting,@TheUnknownFactor,1,NEGATIVE,0.9992496371269226
UgxiRj6-pt1KyiQ80DJ4AaABAg,bKRe5wu4Fcw,"I used to enjoy using Antigravity, but recent model calling errors, problems with Claude models, the very late addition of updated models, and very limited usage limits have put me off. Please revert everything to its previous state.",@thepixelworld3025,2,NEGATIVE,0.9979738593101501
UgwGeD4x8-9876ZjZmp4AaABAg,bKRe5wu4Fcw,First&#39;,@PadhmavathiGandham,1,POSITIVE,0.9790297746658325
UgxVsmHeGt0eXUsI22l4AaABAg,2ltcbA2CCTo,That&#39;s amazing!,@taekbaehandiman,0,POSITIVE,0.9998816251754761
Ugxny98wdAZDlUYuw4B4AaABAg,2ltcbA2CCTo,What is the API cost to use this? Is this free like in Gemini app?,@yasaswy,0,NEGATIVE,0.9990600943565369
UgwWdcIfjNj0cOQYEdB4AaABAg,2ltcbA2CCTo,Amazing,@DolyAkter-pg1ys,0,POSITIVE,0.999875545501709
UgxGo9mp_KIyp8uuVa14AaABAg,2ltcbA2CCTo,Wow thats awesome!,@shaktisoni4308,1,POSITIVE,0.9998506307601929
UgwKpNKJMsGRCxcImBV4AaABAg,2ltcbA2CCTo,"This is really really cool and super close to what I&#39;m working on right now. I actually have a useful question for whoever has an idea: I can&#39;t share the exact details, but I&quot;m building an examinator/tutor simulator for a certain oral test. There&#39;s a constant set of questions with sets of constant answer variants for each question. I&#39;m building the voice system that will ask a question and listen to the answer, my server logic adjudicates correctness based on a couple of matching algorithms, then comments or starts a short side conversation based on the answer and voice telemetry. My planned stack was almost exactly as I see in the video: Deepgram STT - LLM (I want to use Gemini 3.1 Flash Lite Preview) - TTS (most likely Inworld for a good selection of voices). LLM here is only for occasional comments (some snarky jokes, or words of encouragement), occasional hints if the users&#39;s answer is 80% close to correct or additional layer of adjudication (if the answer grade is borderline). This system doesn&#39;t require Websockets and the adjudication can stay deterministic server side (this kind of ensures simplicity and easier maintenance and debugging)<br>.<br>But I&#39;ve been impressed by this Gemini Live model and thinking to try it as well. But after consulting with other LLM models about the architecture flow, I&quot;m still recommended to stick to my design to keep adjudication very deterministic and not fully dependant on LLM making all the interview decisions. But what I see in this video is very intriguing.<br><br>I&#39;m mostly reading forums and consulting with friends who haven&#39;t built anything like that, so I&#39;m willing to stick to my plan as my dataset of questions and answers is constant for the next few years. But this videos shows a smooth conversation. I&#39;m definitely going with Google Gemini as it fits my budget, but if someone&#39;s built something similar with their models, I&#39;d appreciate your feedback. Especially: is it more expensive to have Gemini Live run the conversation and call the tools than STT - LLM -TTS pipeline? What if the conversation lasts around 20 minutes? (Like the food ordering feature in this video: can you somehow ensure, that Gemini doesn&#39;t make mistakes when picking the tool call? Or it can&#39;t be deterministic by the nature of neural nets?)",@XfilerD,1,POSITIVE,0.6793132424354553
UgwWSF0oUyz2dL2aasR4AaABAg,2ltcbA2CCTo,🗼,@rudiantopekanbaru,0,neutral,0.5208790302276611
UgyxmksqGfaWveFqOk94AaABAg,2ltcbA2CCTo,Could you provide guidance on developing AI for food applications and voice agents? Are there any tutorials available?,@crazxydeals,1,NEGATIVE,0.9993311166763306
UgwbgV6Sq4VgV-p7khF4AaABAg,ZYeE4sYoRkw,I understand the example was trivial to show how it works but I don&#39;t get why I want this,@motbus3,0,NEGATIVE,0.9995054006576538
Ugxga64rgKwJ6hVICzN4AaABAg,ZYeE4sYoRkw,So it&#39;s a fancy version of PyTorch? Interesting,@UKIUWAUWADINMA,2,NEGATIVE,0.5956646203994751
UgxVFkd5Hokpmb7-HNN4AaABAg,ZYeE4sYoRkw,Rip TF 😂,@mohammedsilva-n8q,0,negative,0.9134888052940369
UgyLyaM0K91kpHhEJdh4AaABAg,ZYeE4sYoRkw,❤,@Shohagnoor81,0,positive,0.4628981947898865
Ugwzv_TF9Tz9z5DC-BF4AaABAg,ZYeE4sYoRkw,Your video made it to DailyDrops in Ab Testing!,@Dailydrops-cloud,0,NEGATIVE,0.8987112641334534
UgwT0Clb8tBXSBClSC14AaABAg,ZYeE4sYoRkw,isnt that the roll of ai know ? to code it self 🎉,@Hamzaelbouti,1,neutral,0.41564008593559265
UgxW28FN04PUU9pmBB14AaABAg,ZYeE4sYoRkw,cool,@anoundhim4393,1,POSITIVE,0.9998509883880615
Ugzq9U0XDpiVjyvJKBd4AaABAg,ZYeE4sYoRkw,Sup google.. yessur,@EmpireWar_DevLog_Channel,3,NEGATIVE,0.9270292520523071
UgxkEGi-dmeePXWBM5l4AaABAg,fdimmU2hJQ4,bounce bolls,@DakotaJansons-b2c,0,POSITIVE,0.9748159646987915
UgzNYg5cL5zdRS0v8UV4AaABAg,2ltcbA2CCTo,swapping a whole pipeline for one SDK method is satisfying. just don&#39;t ask about latency when you&#39;re running edge inference 8000km out,@QuantumPrintum,0,POSITIVE,0.9980480670928955
